parameters,mean,std,mcse,ess_bulk,ess_tail,rhat,ess_per_sec
beta.1,87.63971298412719,0.9109795825202681,0.003231435732043859,79490.95548499204,86179.19251451228,1.0000223640261938,
beta.2,2.3342389483890864,1.996572690592895,0.007586466504318211,69257.28436287212,77482.97203668933,1.0000001748233285,
beta.3,17.653356980325114,1.8280650713072994,0.00680121281603256,72280.74760747593,79654.7530160792,1.0000508277981004,
beta.4,-11.911423306677165,4.013837631459545,0.015670200971528922,65633.95844098582,72101.62535083604,1.0000124529821846,
sigma,18.024614600574182,0.6164863892988608,0.0018020215980412324,117394.86057171038,118126.50612974423,1.000011592721292,
