parameters,mean,std,mcse,ess_bulk,ess_tail,rhat,ess_per_sec
beta.1,86.83832053879159,1.1988861330726235,0.014169889379779818,7163.2668828522865,8777.487244477206,1.0004369501521235,
beta.2,2.7944830662477695,2.4236775193896043,0.02836646367837189,7291.89750316508,8586.937038587042,1.000491962732089,
beta.3,0.7284151104033377,0.08126392565042843,0.0008435309779803154,9278.555450631942,11297.758538265698,0.999988491237896,
beta.4,-0.488803623360174,0.16147261191471768,0.0016915447517910972,9113.853315082682,11182.937588076098,1.0000826709716792,
sigma,18.016395107817928,0.617928691527021,0.00529309210501706,13655.722756762585,14624.280527859368,1.0001223196996714,
