parameters,mean,std,mcse,ess_bulk,ess_tail,rhat,ess_per_sec
rho,6.919317300671764,1.2876137324424597,0.020639386537530488,3874.374329399621,3719.27549222758,1.0007486796157588,
alpha,2.429832826850113,0.7915954860519354,0.013554899100538722,3310.400772626783,3633.471117108491,0.9997705136532486,
sigma,1.836135783582402,0.5053000762658932,0.008673207873021805,3556.7407898888578,3397.3006241659114,1.0002950343296066,
