parameters,mean,std,mcse,ess_bulk,ess_tail,rhat,ess_per_sec
beta.1,8.039397737854076,0.7045779300965788,0.16315704993851696,20.55883327537113,23.098790442493858,1.1313742674655285,
beta.2,0.02239319525834764,0.010905657047818972,0.0025355442696570036,20.424171415900094,22.046337490878912,1.133552672223356,
beta.3,0.4159266515069799,0.07985829574510066,0.016421180791860925,23.544054721785365,26.14573052903162,1.121424706661668,
sigma,0.8845555269575094,0.018532664801257617,0.0018897689666299905,99.11498664700777,84.39081705025335,1.015143328564517,
