parameters,mean,std,mcse,ess_bulk,ess_tail,rhat,ess_per_sec
beta.1,9.525657537747042,0.044659411689813744,0.0012417826830371439,1295.1311535672032,2011.8625166297231,1.0004923415944096,
beta.2,0.06436842303103703,0.04887592632584307,0.0013971294615391086,1228.924233005239,1461.0422921868296,1.0003979767226614,
beta.3,0.4213363324357758,0.07538060978766821,0.0020836999188521706,1308.2301564366035,1942.6502557984545,1.0021984191350883,
beta.4,0.028792627471762252,0.06994990260120126,0.0018712031705493545,1407.8159188273537,2032.7440838264165,1.0010932240746586,
sigma,0.8822166256563195,0.01794930564794692,0.00034450326266365137,2712.644992854428,2813.4351005431613,1.000435349511677,
