parameters,mean,std,mcse,ess_bulk,ess_tail,rhat,ess_per_sec
alpha,-10.00365383865547,7.902797855826062,0.7703170716060981,80.92414186952472,50.746441904066714,1.009777976645027,
beta,0.004850424071737313,0.0019848622374524136,0.000193118374922513,81.23718371892102,53.37819455422535,1.0098887668731704,
sigma,1.1505758978574012,0.11784548574396025,0.01943734995170087,35.50397486172581,47.674018831738614,1.065971736982435,
