round,n_scans,n_tempered_restarts,global_barrier,global_barrier_variational,last_round_max_time,last_round_max_allocation,stepping_stone
1,2,0,0.0,,0.444843709,3.2342744e7,0.0
2,4,0,0.0,,0.136939208,24800.0,0.0
3,8,2,0.0,,0.22128125,42656.0,0.0
4,16,6,0.0,,0.453624667,56096.0,0.0
5,32,2,2.065655576844706,,0.42749675,2.416356e7,-1627.2549797278252
6,64,0,2.5767367345529886,,0.70659825,2.2891296e7,-1622.2813974326452
